graph_seed,policy,metric,mean,n_students
12,B1_random,m_hint,-0.819281,1000
12,B1_random,m_inference_robust,0.191282,265
12,B1_random,m_mastery,0.355486,1000
12,B1_random,m_meta,0.028182,1000
12,B1_random,m_retention_14d,-0.383750,1000
12,B1_random,m_retention_1d,-0.044125,1000
12,B1_random,m_retention_3d,-0.119125,1000
12,B1_random,m_retention_7d,-0.233000,1000
12,B1_random,m_robust,0.467719,330
12,B1_random,m_transfer,0.763625,1000
12,B2_bkt,m_calib,0.130047,1000
12,B2_bkt,m_efficiency,0.003719,1000
12,B2_bkt,m_engage,1.000000,1000
12,B2_bkt,m_hint,0.000000,1000
12,B2_bkt,m_inference_robust,0.180857,265
12,B2_bkt,m_mastery,0.371902,1000
12,B2_bkt,m_meta,0.065705,1000
12,B2_bkt,m_retention_14d,-0.376500,1000
12,B2_bkt,m_retention_1d,-0.035625,1000
12,B2_bkt,m_retention_3d,-0.104500,1000
12,B2_bkt,m_retention_7d,-0.218500,1000
12,B2_bkt,m_transfer,0.756125,1000
12,B3_l2t_no_q,m_calib,0.143433,1000
12,B3_l2t_no_q,m_efficiency,0.003837,1000
12,B3_l2t_no_q,m_engage,0.819370,1000
12,B3_l2t_no_q,m_hint,-0.088256,1000
12,B3_l2t_no_q,m_inference_robust,0.145794,265
12,B3_l2t_no_q,m_mastery,0.383701,1000
12,B3_l2t_no_q,m_meta,0.039736,1000
12,B3_l2t_no_q,m_retention_14d,-0.397375,1000
12,B3_l2t_no_q,m_retention_1d,-0.039000,1000
12,B3_l2t_no_q,m_retention_3d,-0.118125,1000
12,B3_l2t_no_q,m_retention_7d,-0.230750,1000
12,B3_l2t_no_q,m_robust,0.893918,187
12,B3_l2t_no_q,m_transfer,0.771625,1000
12,B4_full_l2t,m_calib,0.166634,1000
12,B4_full_l2t,m_efficiency,0.003843,1000
12,B4_full_l2t,m_engage,0.831780,1000
12,B4_full_l2t,m_hint,-0.086125,1000
12,B4_full_l2t,m_inference_robust,0.240224,265
12,B4_full_l2t,m_mastery,0.384280,1000
12,B4_full_l2t,m_meta,0.043563,1000
12,B4_full_l2t,m_retention_14d,-0.393375,1000
12,B4_full_l2t,m_retention_1d,-0.038125,1000
12,B4_full_l2t,m_retention_3d,-0.112750,1000
12,B4_full_l2t,m_retention_7d,-0.226375,1000
12,B4_full_l2t,m_robust,0.927711,83
12,B4_full_l2t,m_transfer,0.769750,1000
13,B1_random,m_calib,0.181119,1000
13,B1_random,m_efficiency,0.002955,1000
13,B1_random,m_engage,0.852580,1000
13,B1_random,m_hint,-0.819281,1000
13,B1_random,m_inference_robust,0.207097,265
13,B1_random,m_mastery,0.295498,1000
13,B1_random,m_meta,0.030884,1000
13,B1_random,m_retention_14d,-0.361000,1000
13,B1_random,m_retention_1d,-0.033250,1000
13,B1_random,m_retention_3d,-0.099250,1000
13,B1_random,m_retention_7d,-0.219250,1000
13,B1_random,m_robust,0.490214,351
13,B1_random,m_transfer,0.746750,1000
13,B2_bkt,m_calib,0.144401,1000
13,B2_bkt,m_efficiency,0.003519,1000
13,B2_bkt,m_engage,1.000000,1000
13,B2_bkt,m_hint,0.000000,1000
13,B2_bkt,m_inference_robust,0.191071,265
13,B2_bkt,m_mastery,0.351908,1000
13,B2_bkt,m_meta,0.034547,1000
13,B2_bkt,m_retention_14d,-0.374500,1000
13,B2_bkt,m_retention_1d,-0.039000,1000
13,B2_bkt,m_retention_3d,-0.100125,1000
13,B2_bkt,m_retention_7d,-0.222625,1000
13,B2_bkt,m_transfer,0.740125,1000
13,B3_l2t_no_q,m_calib,0.161297,1000
13,B3_l2t_no_q,m_efficiency,0.003731,1000
13,B3_l2t_no_q,m_engage,0.826380,1000
13,B3_l2t_no_q,m_hint,-0.112055,1000
13,B3_l2t_no_q,m_inference_robust,0.165397,265
13,B3_l2t_no_q,m_mastery,0.373098,1000
13,B3_l2t_no_q,m_meta,0.023929,1000
13,B3_l2t_no_q,m_retention_14d,-0.387875,1000
13,B3_l2t_no_q,m_retention_1d,-0.039125,1000
13,B3_l2t_no_q,m_retention_3d,-0.106125,1000
13,B3_l2t_no_q,m_retention_7d,-0.232000,1000
13,B3_l2t_no_q,m_robust,0.846403,49
13,B3_l2t_no_q,m_transfer,0.764500,1000
13,B4_full_l2t,m_calib,0.187251,1000
13,B4_full_l2t,m_efficiency,0.003706,1000
13,B4_full_l2t,m_engage,0.836090,1000
13,B4_full_l2t,m_hint,-0.113125,1000
13,B4_full_l2t,m_inference_robust,0.236657,265
13,B4_full_l2t,m_mastery,0.370616,1000
13,B4_full_l2t,m_meta,0.024224,1000
13,B4_full_l2t,m_retention_14d,-0.390250,1000
13,B4_full_l2t,m_retention_1d,-0.041625,1000
13,B4_full_l2t,m_retention_3d,-0.123625,1000
13,B4_full_l2t,m_retention_7d,-0.238250,1000
13,B4_full_l2t,m_robust,1.000000,9
13,B4_full_l2t,m_transfer,0.772250,1000
14,B1_random,m_calib,0.163632,1000
14,B1_random,m_efficiency,0.003304,1000
14,B1_random,m_engage,0.852580,1000
14,B1_random,m_hint,-0.819281,1000
14,B1_random,m_inference_robust,0.187676,265
14,B1_random,m_mastery,0.330413,1000
14,B1_random,m_meta,0.041224,1000
14,B1_random,m_retention_14d,-0.386500,1000
14,B1_random,m_retention_1d,-0.033625,1000
14,B1_random,m_retention_3d,-0.115750,1000
14,B1_random,m_retention_7d,-0.224875,1000
14,B1_random,m_robust,0.455415,336
14,B1_random,m_transfer,0.758000,1000
14,B2_bkt,m_calib,0.131156,1000
14,B2_bkt,m_efficiency,0.003586,1000
14,B2_bkt,m_engage,1.000000,1000
14,B2_bkt,m_hint,0.000000,1000
14,B2_bkt,m_inference_robust,0.166617,265
14,B2_bkt,m_mastery,0.358620,1000
14,B2_bkt,m_meta,0.148061,1000
14,B2_bkt,m_retention_14d,-0.381125,1000
14,B2_bkt,m_retention_1d,-0.037000,1000
14,B2_bkt,m_retention_3d,-0.095500,1000
14,B2_bkt,m_retention_7d,-0.226000,1000
14,B2_bkt,m_transfer,0.750625,1000
14,B3_l2t_no_q,m_calib,0.144558,1000
14,B3_l2t_no_q,m_efficiency,0.003743,1000
14,B3_l2t_no_q,m_engage,0.823860,1000
14,B3_l2t_no_q,m_hint,-0.096123,1000
14,B3_l2t_no_q,m_inference_robust,0.127008,265
14,B3_l2t_no_q,m_mastery,0.374325,1000
14,B3_l2t_no_q,m_meta,0.074321,1000
14,B3_l2t_no_q,m_retention_14d,-0.390250,1000
14,B3_l2t_no_q,m_retention_1d,-0.037250,1000
14,B3_l2t_no_q,m_retention_3d,-0.109500,1000
14,B3_l2t_no_q,m_retention_7d,-0.223125,1000
14,B3_l2t_no_q,m_robust,0.869855,171
14,B3_l2t_no_q,m_transfer,0.764625,1000
14,B4_full_l2t,m_calib,0.171460,1000
14,B4_full_l2t,m_efficiency,0.003771,1000
14,B4_full_l2t,m_engage,0.834800,1000
14,B4_full_l2t,m_hint,-0.096702,1000
14,B4_full_l2t,m_inference_robust,0.218886,265
14,B4_full_l2t,m_mastery,0.377132,1000
14,B4_full_l2t,m_meta,0.084185,1000
14,B4_full_l2t,m_retention_14d,-0.385000,1000
14,B4_full_l2t,m_retention_1d,-0.035750,1000
14,B4_full_l2t,m_retention_3d,-0.111875,1000
14,B4_full_l2t,m_retention_7d,-0.226875,1000
14,B4_full_l2t,m_robust,0.920635,63
14,B4_full_l2t,m_transfer,0.764750,1000
15,B1_random,m_calib,0.180382,1000
15,B1_random,m_efficiency,0.003287,1000
15,B1_random,m_engage,0.852580,1000
15,B1_random,m_hint,-0.819281,1000
15,B1_random,m_inference_robust,0.200519,265
15,B1_random,m_mastery,0.328677,1000
15,B1_random,m_meta,0.033395,1000
15,B1_random,m_retention_14d,-0.373500,1000
15,B1_random,m_retention_1d,-0.037625,1000
15,B1_random,m_retention_3d,-0.108875,1000
15,B1_random,m_retention_7d,-0.226625,1000
15,B1_random,m_robust,0.481369,334
15,B1_random,m_transfer,0.758750,1000
15,B2_bkt,m_calib,0.146202,1000
15,B2_bkt,m_efficiency,0.003662,1000
15,B2_bkt,m_engage,1.000000,1000
15,B2_bkt,m_hint,0.000000,1000
15,B2_bkt,m_inference_robust,0.194231,265
15,B2_bkt,m_mastery,0.366238,1000
15,B2_bkt,m_meta,0.024499,1000
15,B2_bkt,m_retention_14d,-0.385875,1000
15,B2_bkt,m_retention_1d,-0.032500,1000
15,B2_bkt,m_retention_3d,-0.109625,1000
15,B2_bkt,m_retention_7d,-0.226375,1000
15,B2_bkt,m_transfer,0.750875,1000
15,B3_l2t_no_q,m_calib,0.157352,1000
15,B3_l2t_no_q,m_efficiency,0.003766,1000
15,B3_l2t_no_q,m_engage,0.837840,1000
15,B3_l2t_no_q,m_hint,-0.097637,1000
15,B3_l2t_no_q,m_inference_robust,0.162951,265
15,B3_l2t_no_q,m_mastery,0.376576,1000
15,B3_l2t_no_q,m_meta,0.026778,1000
15,B3_l2t_no_q,m_retention_14d,-0.393625,1000
15,B3_l2t_no_q,m_retention_1d,-0.032625,1000
15,B3_l2t_no_q,m_retention_3d,-0.113250,1000
15,B3_l2t_no_q,m_retention_7d,-0.225500,1000
15,B3_l2t_no_q,m_robust,0.871495,86
15,B3_l2t_no_q,m_transfer,0.763000,1000
15,B4_full_l2t,m_calib,0.184560,1000
15,B4_full_l2t,m_efficiency,0.003781,1000
15,B4_full_l2t,m_engage,0.846810,1000
15,B4_full_l2t,m_hint,-0.095866,1000
15,B4_full_l2t,m_inference_robust,0.257099,265
15,B4_full_l2t,m_mastery,0.378070,1000
15,B4_full_l2t,m_meta,0.028029,1000
15,B4_full_l2t,m_retention_14d,-0.391750,1000
15,B4_full_l2t,m_retention_1d,-0.042125,1000
15,B4_full_l2t,m_retention_3d,-0.115000,1000
15,B4_full_l2t,m_retention_7d,-0.235625,1000
15,B4_full_l2t,m_robust,0.857143,14
15,B4_full_l2t,m_transfer,0.769375,1000
16,B1_random,m_calib,0.172403,1000
16,B1_random,m_efficiency,0.003428,1000
16,B1_random,m_engage,0.852580,1000
16,B1_random,m_hint,-0.819281,1000
16,B1_random,m_inference_robust,0.198591,265
16,B1_random,m_mastery,0.342845,1000
16,B1_random,m_meta,0.032372,1000
16,B1_random,m_retention_14d,-0.392375,1000
16,B1_random,m_retention_1d,-0.038625,1000
16,B1_random,m_retention_3d,-0.108125,1000
16,B1_random,m_retention_7d,-0.227375,1000
16,B1_random,m_robust,0.471004,342
16,B1_random,m_transfer,0.764125,1000
16,B2_bkt,m_calib,0.130011,1000
16,B2_bkt,m_efficiency,0.003756,1000
16,B2_bkt,m_engage,1.000000,1000
16,B2_bkt,m_hint,0.000000,1000
16,B2_bkt,m_inference_robust,0.207301,265
16,B2_bkt,m_mastery,0.375602,1000
16,B2_bkt,m_meta,0.054211,1000
16,B2_bkt,m_retention_14d,-0.382750,1000
16,B2_bkt,m_retention_1d,-0.038875,1000
16,B2_bkt,m_retention_3d,-0.112500,1000
16,B2_bkt,m_retention_7d,-0.228125,1000
16,B2_bkt,m_transfer,0.756000,1000
16,B3_l2t_no_q,m_calib,0.145932,1000
16,B3_l2t_no_q,m_efficiency,0.003879,1000
16,B3_l2t_no_q,m_engage,0.827080,1000
16,B3_l2t_no_q,m_hint,-0.088711,1000
16,B3_l2t_no_q,m_inference_robust,0.155291,265
16,B3_l2t_no_q,m_mastery,0.387854,1000
16,B3_l2t_no_q,m_meta,0.036578,1000
16,B3_l2t_no_q,m_retention_14d,-0.391500,1000
16,B3_l2t_no_q,m_retention_1d,-0.039625,1000
16,B3_l2t_no_q,m_retention_3d,-0.126250,1000
16,B3_l2t_no_q,m_retention_7d,-0.238375,1000
16,B3_l2t_no_q,m_robust,0.874810,153
16,B3_l2t_no_q,m_transfer,0.772125,1000
16,B4_full_l2t,m_calib,0.172775,1000
16,B4_full_l2t,m_efficiency,0.003874,1000
16,B4_full_l2t,m_engage,0.836970,1000
16,B4_full_l2t,m_hint,-0.087821,1000
16,B4_full_l2t,m_inference_robust,0.245429,265
16,B4_full_l2t,m_mastery,0.387435,1000
16,B4_full_l2t,m_meta,0.040212,1000
16,B4_full_l2t,m_retention_14d,-0.401250,1000
16,B4_full_l2t,m_retention_1d,-0.042625,1000
16,B4_full_l2t,m_retention_3d,-0.130125,1000
16,B4_full_l2t,m_retention_7d,-0.228250,1000
16,B4_full_l2t,m_robust,0.892857,56
16,B4_full_l2t,m_transfer,0.774375,1000
17,B1_random,m_calib,0.169301,1000
17,B1_random,m_efficiency,0.003288,1000
17,B1_random,m_engage,0.852580,1000
17,B1_random,m_hint,-0.819281,1000
17,B1_random,m_inference_robust,0.191770,265
17,B1_random,m_mastery,0.328787,1000
17,B1_random,m_meta,0.037618,1000
17,B1_random,m_retention_14d,-0.373625,1000
17,B1_random,m_retention_1d,-0.037625,1000
17,B1_random,m_retention_3d,-0.108625,1000
17,B1_random,m_retention_7d,-0.223625,1000
17,B1_random,m_robust,0.474257,354
17,B1_random,m_transfer,0.749250,1000
17,B2_bkt,m_calib,0.135918,1000
17,B2_bkt,m_efficiency,0.003638,1000
17,B2_bkt,m_engage,1.000000,1000
17,B2_bkt,m_hint,0.000000,1000
17,B2_bkt,m_inference_robust,0.180060,265
17,B2_bkt,m_mastery,0.363795,1000
17,B2_bkt,m_meta,0.061079,1000
17,B2_bkt,m_retention_14d,-0.374500,1000
17,B2_bkt,m_retention_1d,-0.035000,1000
17,B2_bkt,m_retention_3d,-0.097875,1000
17,B2_bkt,m_retention_7d,-0.219875,1000
17,B2_bkt,m_transfer,0.748750,1000
17,B3_l2t_no_q,m_calib,0.145143,1000
17,B3_l2t_no_q,m_efficiency,0.003809,1000
17,B3_l2t_no_q,m_engage,0.825950,1000
17,B3_l2t_no_q,m_hint,-0.093907,1000
17,B3_l2t_no_q,m_inference_robust,0.165668,265
17,B3_l2t_no_q,m_mastery,0.380919,1000
17,B3_l2t_no_q,m_meta,0.039549,1000
17,B3_l2t_no_q,m_retention_14d,-0.374625,1000
17,B3_l2t_no_q,m_retention_1d,-0.028000,1000
17,B3_l2t_no_q,m_retention_3d,-0.114625,1000
17,B3_l2t_no_q,m_retention_7d,-0.213750,1000
17,B3_l2t_no_q,m_robust,0.889289,140
17,B3_l2t_no_q,m_transfer,0.758125,1000
17,B4_full_l2t,m_calib,0.167659,1000
17,B4_full_l2t,m_efficiency,0.003832,1000
17,B4_full_l2t,m_engage,0.837060,1000
17,B4_full_l2t,m_hint,-0.094824,1000
17,B4_full_l2t,m_inference_robust,0.253972,265
17,B4_full_l2t,m_mastery,0.383232,1000
17,B4_full_l2t,m_meta,0.044382,1000
17,B4_full_l2t,m_retention_14d,-0.393875,1000
17,B4_full_l2t,m_retention_1d,-0.031000,1000
17,B4_full_l2t,m_retention_3d,-0.113500,1000
17,B4_full_l2t,m_retention_7d,-0.221375,1000
17,B4_full_l2t,m_robust,0.971154,52
17,B4_full_l2t,m_transfer,0.765125,1000
18,B1_random,m_calib,0.178375,1000
18,B1_random,m_efficiency,0.003041,1000
18,B1_random,m_engage,0.852580,1000
18,B1_random,m_hint,-0.819281,1000
18,B1_random,m_inference_robust,0.182381,265
18,B1_random,m_mastery,0.304089,1000
18,B1_random,m_meta,0.032597,1000
18,B1_random,m_retention_14d,-0.373625,1000
18,B1_random,m_retention_1d,-0.037125,1000
18,B1_random,m_retention_3d,-0.105250,1000
18,B1_random,m_retention_7d,-0.214625,1000
18,B1_random,m_robust,0.448390,349
18,B1_random,m_transfer,0.753750,1000
18,B2_bkt,m_calib,0.130191,1000
18,B2_bkt,m_efficiency,0.003550,1000
18,B2_bkt,m_engage,1.000000,1000
18,B2_bkt,m_hint,0.000000,1000
18,B2_bkt,m_inference_robust,0.168371,265
18,B2_bkt,m_mastery,0.355045,1000
18,B2_bkt,m_meta,0.053934,1000
18,B2_bkt,m_retention_14d,-0.380375,1000
18,B2_bkt,m_retention_1d,-0.032250,1000
18,B2_bkt,m_retention_3d,-0.097125,1000
18,B2_bkt,m_retention_7d,-0.217375,1000
18,B2_bkt,m_transfer,0.744750,1000
18,B3_l2t_no_q,m_calib,0.141888,1000
18,B3_l2t_no_q,m_efficiency,0.003681,1000
18,B3_l2t_no_q,m_engage,0.825950,1000
18,B3_l2t_no_q,m_hint,-0.092339,1000
18,B3_l2t_no_q,m_inference_robust,0.142134,265
18,B3_l2t_no_q,m_mastery,0.368072,1000
18,B3_l2t_no_q,m_meta,0.043524,1000
18,B3_l2t_no_q,m_retention_14d,-0.387125,1000
18,B3_l2t_no_q,m_retention_1d,-0.039500,1000
18,B3_l2t_no_q,m_retention_3d,-0.110125,1000
18,B3_l2t_no_q,m_retention_7d,-0.223875,1000
18,B3_l2t_no_q,m_robust,0.878020,177
18,B3_l2t_no_q,m_transfer,0.764125,1000
18,B4_full_l2t,m_calib,0.168342,1000
18,B4_full_l2t,m_efficiency,0.003704,1000
18,B4_full_l2t,m_engage,0.835570,1000
18,B4_full_l2t,m_hint,-0.091698,1000
18,B4_full_l2t,m_inference_robust,0.229651,265
18,B4_full_l2t,m_mastery,0.370435,1000
18,B4_full_l2t,m_meta,0.045771,1000
18,B4_full_l2t,m_retention_14d,-0.396000,1000
18,B4_full_l2t,m_retention_1d,-0.047625,1000
18,B4_full_l2t,m_retention_3d,-0.117125,1000
18,B4_full_l2t,m_retention_7d,-0.232250,1000
18,B4_full_l2t,m_robust,0.880282,71
18,B4_full_l2t,m_transfer,0.769625,1000
19,B1_random,m_calib,0.176637,1000
19,B1_random,m_efficiency,0.003213,1000
19,B1_random,m_engage,0.852580,1000
19,B1_random,m_hint,-0.819281,1000
19,B1_random,m_inference_robust,0.199077,265
19,B1_random,m_mastery,0.321263,1000
19,B1_random,m_meta,0.033981,1000
19,B1_random,m_retention_14d,-0.376625,1000
19,B1_random,m_retention_1d,-0.027750,1000
19,B1_random,m_retention_3d,-0.101625,1000
19,B1_random,m_retention_7d,-0.219625,1000
19,B1_random,m_robust,0.484644,345
19,B1_random,m_transfer,0.743625,1000
19,B2_bkt,m_calib,0.139180,1000
19,B2_bkt,m_efficiency,0.003704,1000
19,B2_bkt,m_engage,1.000000,1000
19,B2_bkt,m_hint,0.000000,1000
19,B2_bkt,m_inference_robust,0.207914,265
19,B2_bkt,m_mastery,0.370433,1000
19,B2_bkt,m_meta,0.039942,1000
19,B2_bkt,m_retention_14d,-0.379375,1000
19,B2_bkt,m_retention_1d,-0.039375,1000
19,B2_bkt,m_retention_3d,-0.099500,1000
19,B2_bkt,m_retention_7d,-0.219250,1000
19,B2_bkt,m_transfer,0.753375,1000
19,B3_l2t_no_q,m_calib,0.146109,1000
19,B3_l2t_no_q,m_efficiency,0.003749,1000
19,B3_l2t_no_q,m_engage,0.826840,1000
19,B3_l2t_no_q,m_hint,-0.097765,1000
19,B3_l2t_no_q,m_inference_robust,0.149640,265
19,B3_l2t_no_q,m_mastery,0.374852,1000
19,B3_l2t_no_q,m_meta,0.025710,1000
19,B3_l2t_no_q,m_retention_14d,-0.383875,1000
19,B3_l2t_no_q,m_retention_1d,-0.034000,1000
19,B3_l2t_no_q,m_retention_3d,-0.110875,1000
19,B3_l2t_no_q,m_retention_7d,-0.229125,1000
19,B3_l2t_no_q,m_robust,0.855091,135
19,B3_l2t_no_q,m_transfer,0.763000,1000
19,B4_full_l2t,m_calib,0.171653,1000
19,B4_full_l2t,m_efficiency,0.003788,1000
19,B4_full_l2t,m_engage,0.836520,1000
19,B4_full_l2t,m_hint,-0.097023,1000
19,B4_full_l2t,m_inference_robust,0.242351,265
19,B4_full_l2t,m_mastery,0.378788,1000
19,B4_full_l2t,m_meta,0.030631,1000
19,B4_full_l2t,m_retention_14d,-0.391125,1000
19,B4_full_l2t,m_retention_1d,-0.037625,1000
19,B4_full_l2t,m_retention_3d,-0.115625,1000
19,B4_full_l2t,m_retention_7d,-0.234250,1000
19,B4_full_l2t,m_robust,0.862745,51
19,B4_full_l2t,m_transfer,0.766875,1000
20,B1_random,m_calib,0.173149,1000
20,B1_random,m_efficiency,0.003037,1000
20,B1_random,m_engage,0.852580,1000
20,B1_random,m_hint,-0.819281,1000
20,B1_random,m_inference_robust,0.199133,265
20,B1_random,m_mastery,0.303730,1000
20,B1_random,m_meta,0.036225,1000
20,B1_random,m_retention_14d,-0.375000,1000
20,B1_random,m_retention_1d,-0.038000,1000
20,B1_random,m_retention_3d,-0.107125,1000
20,B1_random,m_retention_7d,-0.227500,1000
20,B1_random,m_robust,0.489508,354
20,B1_random,m_transfer,0.736375,1000
20,B2_bkt,m_calib,0.136083,1000
20,B2_bkt,m_efficiency,0.003547,1000
20,B2_bkt,m_engage,1.000000,1000
20,B2_bkt,m_hint,0.000000,1000
20,B2_bkt,m_inference_robust,0.184853,265
20,B2_bkt,m_mastery,0.354683,1000
20,B2_bkt,m_meta,0.084199,1000
20,B2_bkt,m_retention_14d,-0.383375,1000
20,B2_bkt,m_retention_1d,-0.040625,1000
20,B2_bkt,m_retention_3d,-0.103875,1000
20,B2_bkt,m_retention_7d,-0.213625,1000
20,B2_bkt,m_transfer,0.738500,1000
20,B3_l2t_no_q,m_calib,0.152819,1000
20,B3_l2t_no_q,m_efficiency,0.003677,1000
20,B3_l2t_no_q,m_engage,0.839620,1000
20,B3_l2t_no_q,m_hint,-0.110281,1000
20,B3_l2t_no_q,m_inference_robust,0.136826,265
20,B3_l2t_no_q,m_mastery,0.367741,1000
20,B3_l2t_no_q,m_meta,0.056921,1000
20,B3_l2t_no_q,m_retention_14d,-0.386375,1000
20,B3_l2t_no_q,m_retention_1d,-0.046375,1000
20,B3_l2t_no_q,m_retention_3d,-0.111375,1000
20,B3_l2t_no_q,m_retention_7d,-0.234500,1000
20,B3_l2t_no_q,m_robust,0.868308,140
20,B3_l2t_no_q,m_transfer,0.768125,1000
20,B4_full_l2t,m_calib,0.180585,1000
20,B4_full_l2t,m_efficiency,0.003707,1000
20,B4_full_l2t,m_engage,0.846850,1000
20,B4_full_l2t,m_hint,-0.108498,1000
20,B4_full_l2t,m_inference_robust,0.232019,265
20,B4_full_l2t,m_mastery,0.370744,1000
20,B4_full_l2t,m_meta,0.060474,1000
20,B4_full_l2t,m_retention_14d,-0.388250,1000
20,B4_full_l2t,m_retention_1d,-0.030500,1000
20,B4_full_l2t,m_retention_3d,-0.110875,1000
20,B4_full_l2t,m_retention_7d,-0.228000,1000
20,B4_full_l2t,m_robust,0.937500,40
20,B4_full_l2t,m_transfer,0.759500,1000
21,B1_random,m_calib,0.175870,1000
21,B1_random,m_efficiency,0.003147,1000
21,B1_random,m_engage,0.852580,1000
21,B1_random,m_hint,-0.819281,1000
21,B1_random,m_inference_robust,0.201253,265
21,B1_random,m_mastery,0.314748,1000
21,B1_random,m_meta,0.034839,1000
21,B1_random,m_retention_14d,-0.366625,1000
21,B1_random,m_retention_1d,-0.036875,1000
21,B1_random,m_retention_3d,-0.110625,1000
21,B1_random,m_retention_7d,-0.215250,1000
21,B1_random,m_robust,0.480539,356
21,B1_random,m_transfer,0.741750,1000
21,B2_bkt,m_calib,0.139414,1000
21,B2_bkt,m_efficiency,0.003476,1000
21,B2_bkt,m_engage,1.000000,1000
21,B2_bkt,m_hint,0.000000,1000
21,B2_bkt,m_inference_robust,0.181869,265
21,B2_bkt,m_mastery,0.347621,1000
21,B2_bkt,m_meta,0.052269,1000
21,B2_bkt,m_retention_14d,-0.369375,1000
21,B2_bkt,m_retention_1d,-0.037875,1000
21,B2_bkt,m_retention_3d,-0.102250,1000
21,B2_bkt,m_retention_7d,-0.214000,1000
21,B2_bkt,m_transfer,0.736500,1000
21,B3_l2t_no_q,m_calib,0.146526,1000
21,B3_l2t_no_q,m_efficiency,0.003720,1000
21,B3_l2t_no_q,m_engage,0.834030,1000
21,B3_l2t_no_q,m_hint,-0.103185,1000
21,B3_l2t_no_q,m_inference_robust,0.140034,265
21,B3_l2t_no_q,m_mastery,0.372049,1000
21,B3_l2t_no_q,m_meta,0.037160,1000
21,B3_l2t_no_q,m_retention_14d,-0.394375,1000
21,B3_l2t_no_q,m_retention_1d,-0.037625,1000
21,B3_l2t_no_q,m_retention_3d,-0.117500,1000
21,B3_l2t_no_q,m_retention_7d,-0.231500,1000
21,B3_l2t_no_q,m_robust,0.873970,152
21,B3_l2t_no_q,m_transfer,0.767625,1000
21,B4_full_l2t,m_calib,0.172478,1000
21,B4_full_l2t,m_efficiency,0.003774,1000
21,B4_full_l2t,m_engage,0.844620,1000
21,B4_full_l2t,m_hint,-0.099775,1000
21,B4_full_l2t,m_inference_robust,0.239106,265
21,B4_full_l2t,m_mastery,0.377449,1000
21,B4_full_l2t,m_meta,0.039893,1000
21,B4_full_l2t,m_retention_14d,-0.393125,1000
21,B4_full_l2t,m_retention_1d,-0.042250,1000
21,B4_full_l2t,m_retention_3d,-0.123625,1000
21,B4_full_l2t,m_retention_7d,-0.235875,1000
21,B4_full_l2t,m_robust,0.918367,49
21,B4_full_l2t,m_transfer,0.773500,1000
22,B1_random,m_calib,0.179229,1000
22,B1_random,m_efficiency,0.003173,1000
22,B1_random,m_engage,0.852580,1000
22,B1_random,m_hint,-0.819281,1000
22,B1_random,m_inference_robust,0.211283,265
22,B1_random,m_mastery,0.317310,1000
22,B1_random,m_meta,0.037955,1000
22,B1_random,m_retention_14d,-0.373625,1000
22,B1_random,m_retention_1d,-0.041375,1000
22,B1_random,m_retention_3d,-0.113375,1000
22,B1_random,m_retention_7d,-0.228875,1000
22,B1_random,m_robust,0.485632,346
22,B1_random,m_transfer,0.754750,1000
22,B2_bkt,m_calib,0.142194,1000
22,B2_bkt,m_efficiency,0.003609,1000
22,B2_bkt,m_engage,1.000000,1000
22,B2_bkt,m_hint,0.000000,1000
22,B2_bkt,m_inference_robust,0.193146,265
22,B2_bkt,m_mastery,0.360933,1000
22,B2_bkt,m_meta,0.045105,1000
22,B2_bkt,m_retention_14d,-0.376625,1000
22,B2_bkt,m_retention_1d,-0.033375,1000
22,B2_bkt,m_retention_3d,-0.100250,1000
22,B2_bkt,m_retention_7d,-0.216125,1000
22,B2_bkt,m_transfer,0.743750,1000
22,B3_l2t_no_q,m_calib,0.154615,1000
22,B3_l2t_no_q,m_efficiency,0.003777,1000
22,B3_l2t_no_q,m_engage,0.825630,1000
22,B3_l2t_no_q,m_hint,-0.092869,1000
22,B3_l2t_no_q,m_inference_robust,0.149928,265
22,B3_l2t_no_q,m_mastery,0.377691,1000
22,B3_l2t_no_q,m_meta,0.038521,1000
22,B3_l2t_no_q,m_retention_14d,-0.390375,1000
22,B3_l2t_no_q,m_retention_1d,-0.031125,1000
22,B3_l2t_no_q,m_retention_3d,-0.117500,1000
22,B3_l2t_no_q,m_retention_7d,-0.233125,1000
22,B3_l2t_no_q,m_robust,0.869760,113
22,B3_l2t_no_q,m_transfer,0.764875,1000
22,B4_full_l2t,m_calib,0.180319,1000
22,B4_full_l2t,m_efficiency,0.003779,1000
22,B4_full_l2t,m_engage,0.835410,1000
22,B4_full_l2t,m_hint,-0.094526,1000
22,B4_full_l2t,m_inference_robust,0.235792,265
22,B4_full_l2t,m_mastery,0.377941,1000
22,B4_full_l2t,m_meta,0.042080,1000
22,B4_full_l2t,m_retention_14d,-0.386625,1000
22,B4_full_l2t,m_retention_1d,-0.031250,1000
22,B4_full_l2t,m_retention_3d,-0.113125,1000
22,B4_full_l2t,m_retention_7d,-0.225750,1000
22,B4_full_l2t,m_robust,0.903226,31
22,B4_full_l2t,m_transfer,0.764500,1000
23,B1_random,m_calib,0.178564,1000
23,B1_random,m_efficiency,0.003013,1000
23,B1_random,m_engage,0.852580,1000
23,B1_random,m_hint,-0.819281,1000
23,B1_random,m_inference_robust,0.193792,265
23,B1_random,m_mastery,0.301317,1000
23,B1_random,m_meta,0.032010,1000
